"sample_id","Species","PC1","PC2","PC3","PC4"
"iris_001","setosa",-2.25714117564812,-0.478423832124898,0.127279623706424,0.0240875084587282
"iris_002","setosa",-2.07401301519962,0.671882687027363,0.233825516725969,0.102662844680341
"iris_003","setosa",-2.35633511180618,0.340766424624572,-0.0440539001701702,0.0282823050822737
"iris_004","setosa",-2.2917067858697,0.595399862681547,-0.0909852971013877,-0.0657353400647871
"iris_005","setosa",-2.38186270441694,-0.644675659400536,-0.0156856472969156,-0.0358028703427423
"iris_006","setosa",-2.0687006084677,-1.48420529734216,-0.0268782497996209,0.00658611611677091
"iris_007","setosa",-2.43586844896314,-0.047485118061932,-0.334350296509765,-0.036652767009747
"iris_008","setosa",-2.22539188878055,-0.222403001919439,0.0883993518857495,-0.0245299186834582
"iris_009","setosa",-2.32684532934132,1.11160369953792,-0.144592465411112,-0.0267695403345378
"iris_010","setosa",-2.17703490524111,0.467447568511678,0.252918267547932,-0.0397660677030154
"iris_011","setosa",-2.15907699169141,-1.04020586652043,0.267784000872886,0.0166755026978707
"iris_012","setosa",-2.31836413068181,-0.132633998989617,-0.093446190938266,-0.133037724627115
"iris_013","setosa",-2.21104369651138,0.726243183014107,0.23014024594834,0.00241694116454601
"iris_014","setosa",-2.62430901614357,0.958296347155328,-0.180192423003719,-0.0191513746677895
"iris_015","setosa",-2.19139921180903,-1.85384655467596,0.471322025191648,0.194081578093822
"iris_016","setosa",-2.25466120656894,-2.6773152297366,-0.0304246837413447,0.0503650098742981
"iris_017","setosa",-2.20021676474337,-1.47865572874822,0.00532625064254644,0.188186988136267
"iris_018","setosa",-2.18303613482145,-0.487206130572489,0.0440676856273158,0.0927796180051314
"iris_019","setosa",-1.89223283955538,-1.40032756669724,0.373093376996301,0.0608919733106213
"iris_020","setosa",-2.33554476060373,-1.12408359716535,-0.132187625923036,-0.0376303544959797
"iris_021","setosa",-1.90793124870238,-0.407490576373022,0.419885937091613,0.0108848211843598
"iris_022","setosa",-2.19964383149332,-0.921035870798148,-0.159331501855541,0.0593983398825024
"iris_023","setosa",-2.76508142263295,-0.456813300649983,-0.331069982281696,0.0195828257991878
"iris_024","setosa",-1.81259715939387,-0.0852728542835437,-0.0343734415693194,0.150636352747474
"iris_025","setosa",-2.21972701347506,-0.136796175435072,-0.117599566269891,-0.269238378641737
"iris_026","setosa",-1.9453292965767,0.62352970519124,0.304620475361622,0.0434162026399839
"iris_027","setosa",-2.04430276805829,-0.241354990963106,-0.0860756493830093,0.0674540824044741
"iris_028","setosa",-2.16133649609412,-0.525389421812537,0.20612570745262,0.0102410844232458
"iris_029","setosa",-2.1324196468793,-0.31217200484926,0.270244894709765,0.0839778872601989
"iris_030","setosa",-2.25769799459943,0.336604248179117,-0.0682072755017958,-0.107918348932349
"iris_031","setosa",-2.13297646583061,0.502856075454755,0.0747579955015442,-0.0480279701308783
"iris_032","setosa",-1.82547924518686,-0.422280388971234,0.26956431115448,0.239069476286914
"iris_033","setosa",-2.6062168666232,-1.78758727225369,-0.0470707273478927,-0.228470534115631
"iris_034","setosa",-2.43800983169392,-2.14354679598505,0.0823920241071474,-0.0480534094882591
"iris_035","setosa",-2.10292986441444,0.458665270064087,0.169706329468823,0.0289260418433876
"iris_036","setosa",-2.20043722941984,0.205419224155598,0.224688851510582,0.168343904995322
"iris_037","setosa",-2.0383176527767,-0.659349230133026,0.482919584243914,0.195702902341169
"iris_038","setosa",-2.5188933857287,-0.590315163413792,-0.0193709180745439,-0.136048773858537
"iris_039","setosa",-2.42152025669397,0.901161066871614,-0.192609402447174,-0.00970590716174262
"iris_040","setosa",-2.16246624829547,-0.267981199458592,0.175296560742486,0.00702387528593324
"iris_041","setosa",-2.27884081437545,-0.440240540884851,-0.0347783981188789,0.106626042040614
"iris_042","setosa",-1.85191835739607,2.32961074458841,0.203552303356679,0.288896090178605
"iris_043","setosa",-2.54511203326144,0.477501017242031,-0.304745526740381,-0.0663790768259009
"iris_044","setosa",-1.95788857468867,-0.470749612673079,-0.30856758768783,0.176501716665201
"iris_045","setosa",-2.12992356350138,-1.13841546420688,-0.247604064444312,-0.150539116969073
"iris_046","setosa",-2.06283361485803,0.708678586118925,0.0637163697901229,0.139801160257352
"iris_047","setosa",-2.37677076236149,-1.11668869086624,-0.0570268129544698,-0.151722682047257
"iris_048","setosa",-2.38638171322235,0.38495723001524,-0.13900223413745,-0.0486717068919922
"iris_049","setosa",-2.2220026321765,-0.994627668981272,0.180886792016149,-0.0148782912715209
"iris_050","setosa",-2.19647503956574,-0.00918558495616272,0.152518539142895,0.0492068841534949
"iris_051","versicolor",1.0981024376141,-0.860091033195533,0.682300392827053,0.0347174687693981
"iris_052","versicolor",0.728895557392421,-0.592629362111235,0.093807451828608,0.00488725050920059
"iris_053","versicolor",1.23683580437725,-0.61423989358615,0.552157057816728,0.00939193316874083
"iris_054","versicolor",0.406122510582316,1.74854619671187,0.0230246331483338,0.0655492392049525
"iris_055","versicolor",1.07188379008136,0.207725147460292,0.396925784161217,0.104387165802034
"iris_056","versicolor",0.387389545478407,0.591302716817184,-0.123776885423919,-0.24002718704103
"iris_057","versicolor",0.744037147588112,-0.770438272131433,-0.148472007474925,-0.077111454755615
"iris_058","versicolor",-0.485695616574381,1.84624399751417,-0.248432992127572,-0.0403849120485666
"iris_059","versicolor",0.924803460629362,-0.0321184779984705,0.594178807029567,-0.0297798441534595
"iris_060","versicolor",0.0113880377498803,1.03056578377106,-0.537100054976857,-0.0283661544802611
"iris_061","versicolor",-0.109828344816525,2.64521111493721,0.0466342150944946,0.0137147852393928
"iris_062","versicolor",0.439222014327707,0.0630838516595683,-0.204389092830244,0.0399921043410233
"iris_063","versicolor",0.560231478811453,1.75883212917367,0.763214553815946,0.0455784652447795
"iris_064","versicolor",0.717159338099526,0.185602819101219,0.0684296995562324,-0.164256922458888
"iris_065","versicolor",-0.0332433349106729,0.437537418877911,-0.194282030432383,0.108684396201366
"iris_066","versicolor",0.872484287235819,-0.507364239317827,0.501830203735072,0.104593325707925
"iris_067","versicolor",0.349082210079203,0.195656267831573,-0.48923409473208,-0.190869931581774
"iris_068","versicolor",0.15827979549153,0.789451008029534,0.301028700258913,-0.204612264859273
"iris_069","versicolor",1.22100315925959,1.61682728111498,0.480693655581169,0.225145510891208
"iris_070","versicolor",0.164367253777666,1.2982599385868,0.172260718980622,-0.0515541375777465
"iris_071","versicolor",0.735219594653771,-0.395247446203697,-0.614467782024027,-0.0830060447131696
"iris_072","versicolor",0.474696912074161,0.415926887402997,0.264067575555737,0.113189078860906
"iris_073","versicolor",1.23005729116914,0.930209440537516,0.367182177555928,-0.00991132165513402
"iris_074","versicolor",0.63074514472991,0.414997440811193,0.290921637861053,-0.273304556719616
"iris_075","versicolor",0.700315062452437,0.0632000935252906,0.444537764647719,0.0433132219223797
