Group1_1,Group1_2,Group1_3,Group1_4,Group1_5,Group2_1,Group2_2,Group2_3,Group2_4,Group2_5,Group3_1,Group3_2,Group3_3,Group3_4,Group3_5,Group4_1,Group4_2,Group4_3,Group4_4,Group4_5,Group5_1,Group5_2,Group5_3,Group5_4,Group5_5,Group6_1,Group6_2,Group6_3,Group6_4,Group6_5,Group7_1,Group7_2,Group7_3,Group7_4,Group7_5,Group8_1,Group8_2,Group8_3,Group8_4,Group8_5,Group9_1,Group9_2,Group9_3,Group9_4,Group9_5,Group10_1,Group10_2,Group10_3,Group10_4,Group10_5,Group11_1,Group11_2,Group11_3,Group11_4,Group11_5,Group12_1,Group12_2,Group12_3,Group12_4,Group12_5
8.97601859457613,9.83894839955539,8.77327625403352,10.8595638672715,8.40539174313865,10.4741892719984,11.1704889694646,9.39691933497488,10.0706404190972,11.2123076790506,10.1612180935062,9.37559572095497,11.2704669395018,7.56066059889258,9.05165246790241,9.72273452455872,10.0040620261,8.13537583016002,10.016498194592,10.5677641457976,20.041892079203,16.7124765966985,15.0153667891921,17.0571778476858,21.2160290144119,19.8115170569971,19.6723120560159,22.430000397585,16.9742876186268,19.3265071889914,19.8023238321875,24.9079571360214,25.973151151943,17.6959307365467,19.8981853802372,18.9084727998139,21.7501438058255,17.4994413899995,19.0088874224701,18.7220502552793,30.8965126348573,28.6275273217462,33.4148323314666,29.0229498219964,29.7620526879414,29.3092890458974,29.9443158545645,29.6614349469771,27.2202864709892,29.4297055255537,31.3248712087524,29.6417648152768,22.6894876359549,33.1321790856791,29.794027374795,29.4439435901947,30.6815561440057,28.4031497762902,29.3393795326451,31.0634802883295
9.4280984198118,14.202402382634,8.49734103626575,12.7822035865975,8.01008695989606,10.3066671863552,12.0807124409785,8.38290843209107,12.4609185249928,10.8168041609185,9.79021981515451,12.2276711513663,14.6300013476046,5.57833741105943,9.24529744892315,10.1816324384855,9.23323638805972,5.8389230924242,9.65017932577272,9.54884178906895,20.0382860511464,19.4734142548697,22.5261907982604,20.055727185207,18.7506010682082,18.8409985754701,20.9379013108635,14.0826584126081,21.5275619442485,20.626237493644,19.9599872938086,22.2080728301612,25.0176118640279,16.9222438445777,20.0615458924656,20.7412831107481,19.840987545204,22.2673864730824,20.1762711993678,20.8132967697508,30.857610185698,26.3085816600182,33.2143557449773,30.6294424095261,28.6134713053797,29.5884997229015,28.7052204060977,28.3630801163715,30.3604900946437,31.0323090579958,29.0447280631832,31.786286302603,28.6980596386345,28.8628411232048,29.7688372984908,29.2144379439988,29.9687781619148,35.256176275591,32.3192563140947,28.2442312702964
10.0099124099359,11.8317392506442,13.6315159714198,9.85851139854204,10.8642023948006,10.6672258140967,12.2166472542782,12.4052189806536,10.6813717159469,8.9357162477199,8.92418314149414,8.90474778284561,4.62222249717117,10.4950480985271,11.9054737246887,8.85527901400668,11.7573828811566,9.46270955773272,12.6521530699018,10.3117004651107,20.6174299294219,22.9173167081728,19.6329681062826,16.7848321026312,19.6276589061787,18.6501123918311,20.1972428572275,15.2964950052002,22.0322535808687,20.3757905137645,18.7879394405609,20.2148016059982,23.2753619809755,19.0259049308374,19.9867297679313,19.7167019195747,18.9090607365527,22.1873966561538,19.6486486340318,20.4722957880035,30.7388134586782,29.8903202714985,30.4938454459083,27.8969899108669,30.1777303802256,30.908760258702,32.2333302914423,29.2282061716003,30.5308667429735,29.8687321213014,30.3035757892429,28.9514959247971,33.084570884846,28.569384719803,29.7880681123863,29.6648476146902,29.519906460151,30.036330512064,27.8333854159186,30.06612558117
10.6084620497759,11.9069330037846,9.15896435983317,8.38154884829972,10.165053312503,11.013160176104,8.9625424028653,8.75918098313915,9.27071927806127,9.43384059788171,9.56669586055836,8.43086993775713,12.0691905015324,9.16006396333064,10.0619224717146,9.18399061799607,7.19731479870659,10.0599969836637,9.47270268278318,10.5618956030977,19.6165841133463,20.8138897181712,21.5641686057239,19.2287150792612,19.6081991476575,20.1552315149464,17.8915074833476,22.8156212329775,20.5530964253024,20.4833546637897,20.251675274656,20.5476369727508,19.1004972914185,17.5828295314897,20.1235471890301,19.4982067716067,19.8139805564232,20.283177679829,15.681928108818,19.7343059655891,31.8161643189792,32.0688188888401,31.3173024102622,30.3978235499936,30.447611095838,29.3682665955438,28.3893524229734,31.7243613897531,30.0916942857393,29.3486313161181,29.9120037159225,30.4080090867043,28.0764445659699,31.452989901527,29.0177818989855,29.741027403036,32.0438409627439,26.5263813050639,31.0043845754749,28.8569537295878
11.7143016601709,9.63827609990911,4.77143953464563,10.0787675283276,11.067721610818,10.8625235808687,5.77838565600262,10.0229353780308,12.2812585029257,9.6755008955664,9.55280143915176,11.7688986810614,13.9159731634805,9.23134520902115,10.6737053470347,10.7274067285086,11.5656689834013,12.8401209598588,7.03917062433796,10.8758828662239,19.88697035859,20.5985114327247,19.9961889783626,20.7403705433119,19.7755136531253,20.5268140257148,21.2948674201457,18.1441078473464,21.1664480205485,18.7612852212258,22.4660313833574,24.4356329634957,22.8509599769483,19.8619876630578,21.3220838739443,20.5634674984484,15.5580712188272,24.8070866717684,19.4050185332064,19.7319714170438,30.2506750708142,30.8925495896185,29.4402781793219,26.198398960606,29.9621354579141,29.5192896360838,33.8722749855054,31.2153181857074,28.3031227252433,29.5656095685007,29.4868176682211,31.6900830684936,31.0254607596338,32.709317906735,30.0274660525746,28.5033019764252,29.9124926140569,30.8589895425415,31.0675149011003,28.4905380838944
10.4107454268411,8.76915917474391,2.17049385104742,11.4496609026376,9.10239012307232,11.0951253342628,11.0819243000962,7.63093898394055,11.0230197928393,10.0154537926268,11.0688723691435,7.98403793663515,11.625462250065,14.6016190265327,8.59299880440753,11.1764514671376,10.1888376348689,17.906701768269,8.99354017883336,10.1659440147504,18.7069077261771,17.0262916477565,20.4212076518674,19.0081934060877,20.3087060304656,21.0360085389778,18.535210386651,25.0133326015024,19.8338614542764,18.3779945941875,21.1222866736706,20.37605953501,22.2597679268817,20.3568391417113,19.4267939633206,20.3732679870429,19.3168036727049,13.2518367064837,18.1588085214175,19.0953115391024,28.5648190600018,30.1659817319233,28.7134563009112,29.7747326492346,29.5055530578247,30.5941412356969,30.0748703724624,38.2763081658903,28.1832720709345,28.382526788607,30.9062677004074,31.7134557397611,29.243741126445,29.7897436165704,29.2492585894565,30.1404712875095,28.4319661532445,33.2930101807517,29.6063824408838,28.9287374271794
9.16862942874438,10.5955217258503,13.5385646567513,11.496426140459,10.5784923669187,10.909618414816,12.1174303335149,6.2837097645773,6.41689730128171,10.1804146469921,9.41234508209939,11.5781588550615,15.6215423808238,8.16183524213885,11.0005033012626,10.1883183101539,11.8275797344847,8.29811217502715,8.97941222060832,10.3952539708704,20.3981675028911,19.745283764622,18.8494222294827,20.1039670007014,20.4713728862071,19.4753506945953,19.6867740882085,12.9467714056865,15.893832156645,19.9497894890388,22.0143109169158,16.6735531654639,21.7178602729352,22.5318617554077,19.5846180279114,18.1374579217794,16.466287015323,19.4616564058252,25.9754140637579,19.9267272602282,31.0779688069854,31.0958279118588,28.5154526914875,28.0781271688957,28.9107065127586,30.6391253712848,26.0982334227558,27.2596742369982,31.4384797316373,29.7184551084352,30.1141079173222,31.9537275179874,30.973225078766,29.0729190452344,29.676116747358,30.2117107328237,29.2254274667676,34.9799941693258,30.9371348207109,28.9295524936705
10.6395903436282,11.4166436470834,11.530906795344,9.05002242618509,10.2991853617784,10.350501179026,11.4465480769442,7.41189324995874,8.66339380023466,11.3836082746639,8.94713116944181,9.62858744135936,1.79233376584735,9.21038297679833,12.1731976754896,10.65166287534,9.43054140844531,9.84306652285706,9.58348272125206,9.84934222996196,19.844180253265,19.0819557335601,21.8247322665161,18.0058695545883,22.8807797434363,18.3413705299265,18.2224011077687,23.2605789464606,19.2246158440384,21.3461608171489,18.8990310202857,20.4589322468591,25.4445691298048,16.8160896666062,19.9779209573466,21.1691664712835,20.5105172080839,19.9866809902082,24.0204744168237,20.1241221520597,29.7535799635883,30.6292250237242,32.3907703542722,29.1459847205844,29.2428311954413,29.0890320149776,30.4667010232148,34.1746934592211,26.482594269671,30.1813352662213,29.6360685917388,32.6990139417171,27.2072116739715,29.8732452448335,30.0330838266398,31.4051962001571,29.1715167763139,29.3763862854866,29.0818912461866,29.7456870763487
9.24631962637241,8.11226576198071,12.2584862019444,10.4534465870285,8.67682571528434,10.5320338676997,11.5912193073551,10.6698038279132,9.9353933918045,8.77641136863556,10.5758839935439,12.5135908304062,9.95092440523624,8.4633181994925,11.1261202582835,9.94324319582287,8.59232276034293,12.2971992974391,10.4049569146063,11.2107230793837,20.8949753746733,25.4861441271748,22.9023402358606,23.013022018821,21.5693311166426,19.8176601794971,21.1682709925707,20.0010714674624,23.8256566766433,21.30867928925,20.0095792502543,23.4461652491221,24.3367873964473,17.7923965904809,19.372699413752,18.8877724115099,19.0093589215769,19.0217735166772,19.9779469401448,19.6529123314359,30.6667340528301,32.3553063044478,28.2830871236672,28.8111746485873,30.343479487546,27.7064157507115,27.2861159723247,29.71367822487,29.0818485407569,30.2940784639456,30.4232631302228,32.6727729134142,29.4113272854174,33.1148010008243,29.850968696287,29.9112316419416,28.8294719195309,32.9925164595583,30.5715569100971,30.46971401997
7.87104799651364,8.99360173569826,10.2694755279085,8.78774353518833,11.3731063937702,11.2733171418326,10.0252206851141,8.88125057971481,9.62383305424203,11.5712735335533,11.0180273261382,10.5932605599513,10.5916466480879,9.07531902001763,9.96936023471456,10.1924552033116,10.2932466140719,7.68882249280849,7.50222149934059,9.91630541197117,20.7027483483088,18.9328156495293,19.1473297471425,24.528575425421,22.5245087339608,21.8423459297213,21.9936135014529,19.9691304507498,22.5220306693886,18.7561037216202,21.1620511479249,16.8678603871456,22.1798603279739,20.7285879798934,19.727377998452,18.8063150232948,18.6493665805404,24.5514476947738,17.7792376280624,18.5364478129685,31.5789072762124,32.5360733522089,23.3647981970978,29.5209073540558,30.3100124068511,29.1243771729504,32.288575533326,27.6120382994939,29.2797792773749,29.1840340786578,32.3449426938371,31.1715118265192,21.5051833763451,29.9377169766658,29.6856423607531,29.4866003596292,29.5353182516523,30.6808468001956,31.1912880708105,30.8455218755447
